tanggal,channel,campaign,tayangan,klik,biaya,konversi,pendapatan,engagement
2026-07-24,YouTube,YT-Instream-Skippable,105429,837,2.208.542,10.63,2611595,3944
2026-07-24,YouTube,YT-Shorts-Bumper,140501,1392,3.770.257,16.7,3685647,4644
2026-07-24,Email,EM-Newsletter-Mingguan,39845,1519,2.067.755,70.66,19179536,2703
2026-07-24,Email,EM-Abandoned-Cart,87288,4136,5.656.485,238.71,59989537,5106
2026-07-24,Email,EM-Winback-90d,82024,3711,4.569.182,189.9,39176544,2117
2026-07-24,Marketplace,MP-Flash-Sale,111728,2810,3.098.896,201.84,30049796,7572
2026-07-24,Marketplace,MP-Sponsored-Product,203601,4844,5.102.784,274.83,46252785,12431
2026-07-24,Marketplace,MP-Affiliate-KOL,126220,2626,3.523.661,158.71,23227287,8502
2026-07-25,Instagram,IG-Prospecting-Video,771170,14261,48.858.162,318.81,68148143,23396
2026-07-25,Instagram,IG-Retargeting-Carousel,304173,5894,16.635.782,128.08,27772790,16362
2026-07-25,Instagram,IG-Brand-Awareness,685132,14015,38.688.492,381.8,71961534,34965
2026-07-25,TikTok,TT-Spark-Ads-KOL,958786,26665,47.864.603,622.06,98085505,63088
2026-07-25,TikTok,TT-Non-Branded-UGC,530914,13133,25.761.150,194.57,26130688,24973
2026-07-25,TikTok,TT-Live-Shopping,795346,20511,42.197.670,329.75,47635216,34203
2026-07-25,Google Ads,GAD-Search-Brand,285962,7839,48.286.235,352.15,100459772,9432
2026-07-25,Google Ads,GAD-Search-NonBrand,268178,8218,51.269.878,375.26,103041441,8187
2026-07-25,Google Ads,GAD-PMax-Catalog,334944,11855,69.656.757,450.0,108046563,16343
2026-07-25,YouTube,YT-Instream-Skippable,91841,792,1.862.633,9.76,2014683,2507
2026-07-25,YouTube,YT-Shorts-Bumper,230406,2456,5.894.840,29.13,7332150,14393
2026-07-25,Email,EM-Newsletter-Mingguan,100680,5160,6.307.279,240.79,60606545,4019
2026-07-25,Email,EM-Abandoned-Cart,95751,4957,6.180.654,255.89,61870199,3517
2026-07-25,Email,EM-Winback-90d,76470,4125,4.237.209,187.61,40183416,4846
2026-07-25,Marketplace,MP-Flash-Sale,601856,13023,14.101.378,922.65,160616148,22723
2026-07-25,Marketplace,MP-Sponsored-Product,514329,11823,13.681.168,937.73,138121285,26532
2026-07-25,Marketplace,MP-Affiliate-KOL,200782,4735,5.906.291,283.54,46149069,12538
2026-07-26,Instagram,IG-Prospecting-Video,213740,3524,10.571.916,84.69,14784976,11164
2026-07-26,Instagram,IG-Retargeting-Carousel,377105,7989,26.231.064,197.27,43353971,15348
2026-07-26,Instagram,IG-Brand-Awareness,267504,5400,19.562.149,156.41,31692373,6421
2026-07-26,TikTok,TT-Spark-Ads-KOL,407605,8076,14.747.371,189.23,21462222,16243
2026-07-26,TikTok,TT-Non-Branded-UGC,954130,20723,39.034.533,328.93,50362434,33842
2026-07-26,TikTok,TT-Live-Shopping,518922,13084,25.943.380,204.4,23203443,27595
2026-07-26,Google Ads,GAD-Search-Brand,384480,11805,77.668.065,637.74,161573382,16241
2026-07-26,Google Ads,GAD-Search-NonBrand,481834,13007,87.870.983,589.28,169385079,23224
2026-07-26,Google Ads,GAD-PMax-Catalog,302785,8672,57.036.750,342.7,103935063,12745
2026-07-26,YouTube,YT-Instream-Skippable,125099,1095,2.876.820,11.5,2769230,4653
2026-07-26,YouTube,YT-Shorts-Bumper,130955,1454,3.465.856,25.87,4635325,5437
2026-07-26,Email,EM-Newsletter-Mingguan,60404,2231,2.606.171,108.71,27296234,2400
2026-07-26,Email,EM-Abandoned-Cart,55946,2460,2.742.113,120.2,28784936,1789
2026-07-26,Email,EM-Winback-90d,140731,7270,8.160.522,417.7,111276430,8506
2026-07-26,Marketplace,MP-Flash-Sale,425941,7808,9.754.953,454.4,75095485,14314
2026-07-26,Marketplace,MP-Sponsored-Product,438040,7430,9.010.064,369.64,52428968,11001
2026-07-26,Marketplace,MP-Affiliate-KOL,321796,7372,7.918.911,414.25,65669123,11937
2026-07-27,Instagram,IG-Prospecting-Video,359812,7982,27.776.916,208.59,37260421,22372
2026-07-27,Instagram,IG-Retargeting-Carousel,571815,11745,37.247.325,241.02,40899134,35497
2026-07-27,Instagram,IG-Brand-Awareness,677484,10638,31.478.470,324.3,67190687,28555
2026-07-27,TikTok,TT-Spark-Ads-KOL,720405,17019,30.828.214,379.64,59820994,31439
2026-07-27,TikTok,TT-Non-Branded-UGC,762358,17002,26.399.828,354.06,55058743,35104
2026-07-27,TikTok,TT-Live-Shopping,473264,9990,19.942.843,235.0,28731455,12138
2026-07-27,Google Ads,GAD-Search-Brand,240974,6476,37.292.228,245.31,74038778,4927
2026-07-27,Google Ads,GAD-Search-NonBrand,98511,3024,18.895.372,136.89,32331886,2747
2026-07-27,Google Ads,GAD-PMax-Catalog,107839,3919,26.430.808,213.71,49881809,5632
2026-07-27,YouTube,YT-Instream-Skippable,180692,1460,4.009.394,17.94,4242436,10450
2026-07-27,YouTube,YT-Shorts-Bumper,177033,1475,3.389.975,23.32,4393514,11495
2026-07-27,Email,EM-Newsletter-Mingguan,68508,2893,3.148.069,167.2,36729411,2561
2026-07-27,Email,EM-Abandoned-Cart,85414,4450,5.427.125,284.35,59652145,2370
2026-07-27,Email,EM-Winback-90d,48075,2094,2.616.738,80.13,18898864,1407
2026-07-27,Marketplace,MP-Flash-Sale,142878,3332,4.263.112,187.93,31470398,6708
2026-07-27,Marketplace,MP-Sponsored-Product,289303,6069,7.530.285,409.15,61065952,15057
2026-07-27,Marketplace,MP-Affiliate-KOL,167860,2914,3.108.489,225.55,40403493,5053
2026-07-28,Instagram,IG-Prospecting-Video,268663,5111,17.131.562,160.8,30760846,14794
2026-07-28,Instagram,IG-Retargeting-Carousel,208451,4020,14.523.480,82.46,14081309,9291
2026-07-28,Instagram,IG-Brand-Awareness,408720,8472,27.581.491,172.55,37616744,16675
2026-07-28,TikTok,TT-Spark-Ads-KOL,444093,12038,18.682.440,204.98,23665418,15630
2026-07-28,TikTok,TT-Non-Branded-UGC,913463,18390,33.416.685,401.42,48553108,42302
2026-07-28,TikTok,TT-Live-Shopping,350805,7338,12.872.188,162.01,18967827,18218
2026-07-28,Google Ads,GAD-Search-Brand,131242,4337,25.375.038,225.08,55082357,5260
2026-07-28,Google Ads,GAD-Search-NonBrand,113039,4203,26.108.379,175.4,45141452,7865
2026-07-28,Google Ads,GAD-PMax-Catalog,120358,4125,28.631.968,170.98,48707773,5796
2026-07-28,YouTube,YT-Instream-Skippable,66443,739,2.018.706,9.2,1945418,2648
2026-07-28,YouTube,YT-Shorts-Bumper,146136,1441,3.971.615,20.88,4190414,5117
2026-07-28,Email,EM-Newsletter-Mingguan,38251,1423,1.804.653,87.23,19817175,1824
2026-07-28,Email,EM-Abandoned-Cart,65550,2599,2.983.577,102.16,22027743,2514
2026-07-28,Email,EM-Winback-90d,52973,2740,3.189.123,111.87,31446112,3004
2026-07-28,Marketplace,MP-Flash-Sale,357608,6527,8.278.145,503.02,81997151,23381
2026-07-28,Marketplace,MP-Sponsored-Product,261571,6000,6.289.594,409.72,55223150,15314
2026-07-28,Marketplace,MP-Affiliate-KOL,224533,4558,6.076.037,358.0,51569736,11819
2026-07-29,Instagram,IG-Prospecting-Video,300501,6176,18.606.279,154.22,24661731,14122
2026-07-29,Instagram,IG-Retargeting-Carousel,176132,2895,9.906.032,58.53,10693648,7447
2026-07-29,Instagram,IG-Brand-Awareness,362262,5957,18.457.562,140.84,23353054,8740
2026-07-29,TikTok,TT-Spark-Ads-KOL,461569,10631,19.146.191,160.94,23811616,12240
2026-07-29,TikTok,TT-Non-Branded-UGC,271705,6489,10.615.726,136.7,19228452,15428
2026-07-29,TikTok,TT-Live-Shopping,286484,7637,15.495.345,134.63,15663250,15352
2026-07-29,Google Ads,GAD-Search-Brand,139598,4017,22.384.840,181.65,46574507,9686
2026-07-29,Google Ads,GAD-Search-NonBrand,221791,6717,37.696.933,234.2,71323344,6650
2026-07-29,Google Ads,GAD-PMax-Catalog,149840,5300,29.848.784,180.72,57255168,9940
2026-07-29,YouTube,YT-Instream-Skippable,158951,1216,2.578.748,19.27,4076976,3360
2026-07-29,YouTube,YT-Shorts-Bumper,60973,511,1.136.741,7.42,1587631,3445
2026-07-29,Email,EM-Newsletter-Mingguan,30448,1131,1.423.536,61.75,12821634,868
2026-07-29,Email,EM-Abandoned-Cart,42183,2032,2.551.582,80.75,16529302,1663
2026-07-29,Email,EM-Winback-90d,42066,2059,2.114.268,128.67,35623909,2207
2026-07-29,Marketplace,MP-Flash-Sale,157995,3950,4.478.078,203.47,36375108,7359
2026-07-29,Marketplace,MP-Sponsored-Product,150459,3107,3.192.706,250.41,36352390,6992
2026-07-29,Marketplace,MP-Affiliate-KOL,191011,3461,3.968.571,208.37,34520233,6076
2026-07-30,Instagram,IG-Prospecting-Video,524658,10917,38.903.363,310.58,66744377,31869
2026-07-30,Instagram,IG-Retargeting-Carousel,129188,2180,7.806.679,47.24,9437136,3151
2026-07-30,Instagram,IG-Brand-Awareness,320082,6188,18.182.009,176.01,30417567,8846
2026-07-30,TikTok,TT-Spark-Ads-KOL,944165,21113,34.659.483,420.49,49870562,44440
2026-07-30,TikTok,TT-Non-Branded-UGC,802684,17793,32.255.401,384.65,45561565,56015
2026-07-30,TikTok,TT-Live-Shopping,720715,20293,34.527.869,483.67,66721183,48598
2026-07-30,Google Ads,GAD-Search-Brand,77809,2778,19.497.544,134.18,41644637,3167
2026-07-30,Google Ads,GAD-Search-NonBrand,142648,5189,38.114.826,270.65,68604090,8410
2026-07-30,Google Ads,GAD-PMax-Catalog,71634,2454,14.833.988,111.98,31465736,2260
2026-07-30,YouTube,YT-Instream-Skippable,67430,605,1.440.676,9.55,2057421,3387
2026-07-30,YouTube,YT-Shorts-Bumper,117611,1275,2.726.551,18.21,3508706,2542
2026-07-30,Email,EM-Newsletter-Mingguan,58812,2456,3.161.874,122.41,35133705,3405
2026-07-30,Email,EM-Abandoned-Cart,26856,1475,1.765.098,92.32,21352354,1152
2026-07-30,Email,EM-Winback-90d,34464,1295,1.498.004,76.23,17555186,1743
2026-07-30,Marketplace,MP-Flash-Sale,346922,7359,9.590.779,580.08,92810585,14772
2026-07-30,Marketplace,MP-Sponsored-Product,303651,7641,8.882.492,506.31,86898639,14540
2026-07-30,Marketplace,MP-Affiliate-KOL,273033,4700,5.467.506,273.77,40593014,16759
2026-07-31,Instagram,IG-Prospecting-Video,300937,5819,18.716.510,118.02,19644809,18506
2026-07-31,Instagram,IG-Retargeting-Carousel,329997,5160,18.682.049,158.09,31985460,8832
2026-07-31,Instagram,IG-Brand-Awareness,284308,4584,15.604.861,128.09,21816368,12150
2026-07-31,TikTok,TT-Spark-Ads-KOL,375056,10467,20.075.582,236.28,27859553,9642
2026-07-31,TikTok,TT-Non-Branded-UGC,460687,11162,21.845.641,203.86,27691625,31091
2026-07-31,TikTok,TT-Live-Shopping,418350,11118,20.405.192,264.41,37724119,11507
2026-07-31,Google Ads,GAD-Search-Brand,215823,7258,44.480.994,298.97,89661360,9132
2026-07-31,Google Ads,GAD-Search-NonBrand,165758,4381,29.525.020,158.54,39879020,7116
2026-07-31,Google Ads,GAD-PMax-Catalog,244946,6092,36.484.862,316.12,89473877,10725
2026-07-31,YouTube,YT-Instream-Skippable,72644,718,1.747.060,8.89,1991560,3478
2026-07-31,YouTube,YT-Shorts-Bumper,115291,941,1.944.856,14.62,3526320,6151
2026-07-31,Email,EM-Newsletter-Mingguan,70834,3806,4.453.711,150.82,33026352,3797
2026-07-31,Email,EM-Abandoned-Cart,64962,3102,3.361.912,187.14,45334792,3180
2026-07-31,Email,EM-Winback-90d,70674,2990,3.457.690,145.28,30462731,2924
2026-07-31,Marketplace,MP-Flash-Sale,254093,4556,5.097.141,330.08,52925966,11747
2026-07-31,Marketplace,MP-Sponsored-Product,336086,5955,7.422.269,438.79,81309778,14849
2026-07-31,Marketplace,MP-Affiliate-KOL,370748,9300,11.524.559,540.42,80479161,17154
2026-08-01,Instagram,IG-Prospecting-Video,880511,13877,44.668.075,382.24,75746545,39293
2026-08-01,Instagram,IG-Retargeting-Carousel,344903,6913,18.814.085,231.61,36780677,17684
2026-08-01,Instagram,IG-Brand-Awareness,322281,6677,20.814.218,225.57,40346667,15476
2026-08-01,TikTok,TT-Spark-Ads-KOL,881990,18638,36.468.456,320.44,40509436,39985
2026-08-01,TikTok,TT-Non-Branded-UGC,576835,14873,28.573.854,265.0,37274294,12376
2026-08-01,TikTok,TT-Live-Shopping,495030,11111,22.495.854,236.4,35231899,25881
2026-08-01,Google Ads,GAD-Search-Brand,292537,10491,64.817.248,460.59,138793084,11906
2026-08-01,Google Ads,GAD-Search-NonBrand,421989,12032,73.877.370,580.49,161414330,12834
2026-08-01,Google Ads,GAD-PMax-Catalog,393710,14099,104.557.245,559.29,142120624,8488
2026-08-01,YouTube,YT-Instream-Skippable,285116,3080,7.146.124,45.88,10195589,18028
2026-08-01,YouTube,YT-Shorts-Bumper,238751,2100,4.909.397,22.56,4851094,7612
2026-08-01,Email,EM-Newsletter-Mingguan,100171,4085,4.331.391,190.88,51524289,5899
2026-08-01,Email,EM-Abandoned-Cart,138214,5150,6.179.732,266.7,58667171,9147
2026-08-01,Email,EM-Winback-90d,120569,6157,8.213.093,260.27,71069679,8066
2026-08-01,Marketplace,MP-Flash-Sale,479141,10966,14.002.494,703.67,112649040,9681
2026-08-01,Marketplace,MP-Sponsored-Product,747993,16300,19.365.946,832.37,111748824,34429
2026-08-01,Marketplace,MP-Affiliate-KOL,505256,10940,14.671.796,645.3,96250983,14969
2026-08-02,Instagram,IG-Prospecting-Video,378794,6843,19.592.854,144.94,25360481,7865
2026-08-02,Instagram,IG-Retargeting-Carousel,663915,10841,32.801.675,265.7,44217432,36660
2026-08-02,Instagram,IG-Brand-Awareness,372386,5708,17.380.815,161.35,30007772,9870
2026-08-02,TikTok,TT-Spark-Ads-KOL,942439,19053,33.539.160,282.22,33998736,46939
2026-08-02,TikTok,TT-Non-Branded-UGC,1156807,29977,50.923.121,620.25,93015840,64370
2026-08-02,TikTok,TT-Live-Shopping,1138619,32505,57.906.046,719.89,85155594,69049
2026-08-02,Google Ads,GAD-Search-Brand,438944,13366,92.354.709,632.34,171651934,13864
2026-08-02,Google Ads,GAD-Search-NonBrand,208922,6780,42.640.279,356.52,104610463,11127
2026-08-02,Google Ads,GAD-PMax-Catalog,449684,13680,88.260.040,440.47,114860224,19364
2026-08-02,YouTube,YT-Instream-Skippable,105767,1047,2.212.981,12.02,2867343,6329
2026-08-02,YouTube,YT-Shorts-Bumper,137193,1456,3.389.926,21.26,4440456,7003
2026-08-02,Email,EM-Newsletter-Mingguan,114376,5017,6.587.071,239.84,60832620,6773
2026-08-02,Email,EM-Abandoned-Cart,93022,4355,5.481.201,195.44,41147713,6190
2026-08-02,Email,EM-Winback-90d,100345,4786,5.838.184,245.21,66955029,2891
2026-08-02,Marketplace,MP-Flash-Sale,609224,10791,14.003.905,827.22,125990693,27241
2026-08-02,Marketplace,MP-Sponsored-Product,466711,11044,14.855.854,875.02,145481083,9339
2026-08-02,Marketplace,MP-Affiliate-KOL,215045,4572,5.615.175,282.24,40181508,11629
2026-08-03,Instagram,IG-Prospecting-Video,259436,5593,20.277.445,133.42,24735482,17935
2026-08-03,Instagram,IG-Retargeting-Carousel,225745,3355,10.426.142,112.73,18658440,7835
2026-08-03,Instagram,IG-Brand-Awareness,280481,4261,14.948.603,125.96,22736779,17688
2026-08-03,TikTok,TT-Spark-Ads-KOL,720572,18693,31.810.865,343.39,44600532,28159
2026-08-03,TikTok,TT-Non-Branded-UGC,605679,14390,25.005.549,233.37,36150844,37551
2026-08-03,TikTok,TT-Live-Shopping,352248,9029,14.164.262,141.33,15960192,19749
2026-08-03,Google Ads,GAD-Search-Brand,160561,5953,40.348.489,199.18,53141512,6872
2026-08-03,Google Ads,GAD-Search-NonBrand,238326,7169,46.727.140,255.58,71456305,10129
2026-08-03,Google Ads,GAD-PMax-Catalog,120507,3892,27.929.784,174.56,43640277,5433
2026-08-03,YouTube,YT-Instream-Skippable,87640,788,1.930.533,14.21,3273714,2249
2026-08-03,YouTube,YT-Shorts-Bumper,101646,827,2.273.815,13.35,3347321,5991
2026-08-03,Email,EM-Newsletter-Mingguan,43150,2294,2.730.624,93.46,24887587,2935
2026-08-03,Email,EM-Abandoned-Cart,25359,1306,1.356.514,61.38,14293622,1494
2026-08-03,Email,EM-Winback-90d,51379,2334,2.734.844,137.34,39098580,3078
2026-08-03,Marketplace,MP-Flash-Sale,160327,3936,5.045.280,292.79,47528273,3699
2026-08-03,Marketplace,MP-Sponsored-Product,225117,3880,5.086.908,321.46,53240742,7731
2026-08-03,Marketplace,MP-Affiliate-KOL,121960,2921,3.119.000,168.79,24810520,7670
2026-08-04,Instagram,IG-Prospecting-Video,106605,1716,4.915.070,47.97,8930506,6438
2026-08-04,Instagram,IG-Retargeting-Carousel,247318,4548,16.133.409,140.67,25242704,5990
2026-08-04,Instagram,IG-Brand-Awareness,208655,3326,12.219.608,88.45,18320382,6656
2026-08-04,TikTok,TT-Spark-Ads-KOL,530823,11266,19.336.809,247.0,35042946,30668
2026-08-04,TikTok,TT-Non-Branded-UGC,242777,5591,10.806.286,97.27,14295497,11320
2026-08-04,TikTok,TT-Live-Shopping,497200,11812,23.622.420,186.23,20997054,32995
2026-08-04,Google Ads,GAD-Search-Brand,166804,6126,34.336.181,289.6,90901194,8652
2026-08-04,Google Ads,GAD-Search-NonBrand,260385,9422,58.209.009,483.6,122278895,6487
2026-08-04,Google Ads,GAD-PMax-Catalog,193485,6653,46.286.900,324.71,91900477,5755
2026-08-04,YouTube,YT-Instream-Skippable,82381,682,1.722.717,10.04,2406580,1697
2026-08-04,YouTube,YT-Shorts-Bumper,40134,373,837.077,4.55,876185,850
2026-08-04,Email,EM-Newsletter-Mingguan,29150,1425,1.940.933,87.89,22641150,1615
2026-08-04,Email,EM-Abandoned-Cart,30590,1199,1.611.168,67.93,17087098,2091
2026-08-04,Email,EM-Winback-90d,86368,3581,4.859.408,183.87,47376466,5712
2026-08-04,Marketplace,MP-Flash-Sale,184844,4508,5.123.087,338.56,47579421,4381
2026-08-04,Marketplace,MP-Sponsored-Product,347627,6812,9.291.010,341.35,49874281,14610
2026-08-04,Marketplace,MP-Affiliate-KOL,305055,6689,8.007.437,363.08,50669101,17826
2026-08-05,Instagram,IG-Prospecting-Video,224416,4837,13.636.014,143.8,23291920,10899
2026-08-05,Instagram,IG-Retargeting-Carousel,222970,4779,15.937.254,103.37,22498367,11869
2026-08-05,Instagram,IG-Brand-Awareness,251157,5398,17.354.610,149.63,32635563,11185
2026-08-05,TikTok,TT-Spark-Ads-KOL,573038,15298,27.868.622,343.56,38599898,38799
2026-08-05,TikTok,TT-Non-Branded-UGC,779564,19213,33.119.280,461.51,66319884,31207
2026-08-05,TikTok,TT-Live-Shopping,758574,15225,31.194.265,302.01,35008553,32605
2026-08-05,Google Ads,GAD-Search-Brand,238701,6443,40.421.377,208.79,51304039,13079
2026-08-05,Google Ads,GAD-Search-NonBrand,266973,7810,52.789.081,261.33,77556899,7208
2026-08-05,Google Ads,GAD-PMax-Catalog,109625,3525,19.907.044,150.86,42015787,3879
2026-08-05,YouTube,YT-Instream-Skippable,114429,1065,2.201.080,19.35,3533605,6796
2026-08-05,YouTube,YT-Shorts-Bumper,34462,368,871.229,5.75,1312651,2196
2026-08-05,Email,EM-Newsletter-Mingguan,29973,1613,1.727.514,63.37,16407119,1306
2026-08-05,Email,EM-Abandoned-Cart,68832,3421,3.701.792,143.39,29853026,2434
2026-08-05,Email,EM-Winback-90d,72533,2897,3.807.872,158.84,33822130,3254
2026-08-05,Marketplace,MP-Flash-Sale,336292,7922,10.395.059,499.12,92353739,18133
2026-08-05,Marketplace,MP-Sponsored-Product,243906,5278,6.972.412,278.84,48734613,14198
2026-08-05,Marketplace,MP-Affiliate-KOL,284131,5062,5.919.292,268.12,45452722,13545
2026-08-06,Instagram,IG-Prospecting-Video,358630,5416,19.136.349,113.35,22319021,21117
2026-08-06,Instagram,IG-Retargeting-Carousel,125461,1863,5.225.987,41.1,8197828,8073
2026-08-06,Instagram,IG-Brand-Awareness,334496,6863,20.025.176,201.77,40087895,15438
2026-08-06,TikTok,TT-Spark-Ads-KOL,578274,14492,23.581.751,212.21,28711140,39042
2026-08-06,TikTok,TT-Non-Branded-UGC,723226,16301,27.014.887,233.07,27415630,33637
2026-08-06,TikTok,TT-Live-Shopping,255377,6769,11.158.475,134.64,19898480,13526
2026-08-06,Google Ads,GAD-Search-Brand,106984,3710,27.504.762,175.59,47813201,3083
2026-08-06,Google Ads,GAD-Search-NonBrand,172493,5657,36.050.594,215.45,55835657,10394
2026-08-06,Google Ads,GAD-PMax-Catalog,188657,6411,37.618.308,338.9,102171628,8349
2026-08-06,YouTube,YT-Instream-Skippable,56342,583,1.325.367,8.78,1694918,3034
2026-08-06,YouTube,YT-Shorts-Bumper,83546,738,1.898.797,8.31,2015086,3240
2026-08-06,Email,EM-Newsletter-Mingguan,33774,1544,1.655.330,97.62,27522552,1444
2026-08-06,Email,EM-Abandoned-Cart,39683,1986,2.723.071,111.17,24566383,1046
2026-08-06,Email,EM-Winback-90d,56168,2208,2.616.723,137.21,29962954,2088
2026-08-06,Marketplace,MP-Flash-Sale,423194,9916,12.297.777,698.68,98492614,28992
2026-08-06,Marketplace,MP-Sponsored-Product,337830,8107,11.175.626,528.77,86635464,20895
2026-08-06,Marketplace,MP-Affiliate-KOL,210333,4834,5.500.553,274.02,44715732,13586
2026-08-07,Instagram,IG-Prospecting-Video,332130,6326,23.157.693,123.81,19789866,14459
2026-08-07,Instagram,IG-Retargeting-Carousel,381052,7137,24.881.033,188.09,39579738,16241
2026-08-07,Instagram,IG-Brand-Awareness,230455,3432,12.464.503,102.84,17054611,8017
2026-08-07,TikTok,TT-Spark-Ads-KOL,580460,13818,26.390.119,240.93,36581982,33298
2026-08-07,TikTok,TT-Non-Branded-UGC,216211,5753,10.061.891,134.54,20005364,8329
2026-08-07,TikTok,TT-Live-Shopping,571329,15689,31.572.410,235.15,30000743,12361
2026-08-07,Google Ads,GAD-Search-Brand,140854,5146,36.401.378,226.56,68350865,3387
2026-08-07,Google Ads,GAD-Search-NonBrand,275118,7010,47.951.916,373.89,116313705,7029
2026-08-07,Google Ads,GAD-PMax-Catalog,146342,4293,28.394.467,152.6,35721092,8117
2026-08-07,YouTube,YT-Instream-Skippable,71210,606,1.444.470,6.89,1705533,3490
2026-08-07,YouTube,YT-Shorts-Bumper,140237,1463,3.355.636,17.9,3546672,7574
2026-08-07,Email,EM-Newsletter-Mingguan,32090,1385,1.675.018,71.85,15398755,1781
2026-08-07,Email,EM-Abandoned-Cart,66632,2810,3.675.885,156.45,44338907,4027
2026-08-07,Email,EM-Winback-90d,70893,3772,3.956.634,192.74,53856914,2440
2026-08-07,Marketplace,MP-Flash-Sale,375185,7173,8.597.836,520.29,93246032,17271
2026-08-07,Marketplace,MP-Sponsored-Product,295820,7379,7.877.372,494.83,74500722,12482
2026-08-07,Marketplace,MP-Affiliate-KOL,301348,5222,5.763.194,410.9,75256679,15741
2026-08-08,Instagram,IG-Prospecting-Video,365633,7159,23.551.655,173.01,35013343,22704
2026-08-08,Instagram,IG-Retargeting-Carousel,377898,5962,17.199.276,183.55,31953895,16708
2026-08-08,Instagram,IG-Brand-Awareness,772510,11704,36.956.474,287.32,48276104,51145
2026-08-08,TikTok,TT-Spark-Ads-KOL,872107,24892,47.398.646,573.05,81937569,24135
2026-08-08,TikTok,TT-Non-Branded-UGC,409242,9101,15.204.945,141.72,17109388,19695
2026-08-08,TikTok,TT-Live-Shopping,275678,6203,11.298.951,112.57,13475469,9670
2026-08-08,Google Ads,GAD-Search-Brand,325502,10088,64.747.985,351.66,90670445,6580
2026-08-08,Google Ads,GAD-Search-NonBrand,334597,9672,62.379.139,462.31,117881427,22485
2026-08-08,Google Ads,GAD-PMax-Catalog,363505,9678,70.585.015,431.22,116113591,19796
2026-08-08,YouTube,YT-Instream-Skippable,187350,1523,3.445.015,22.45,4670957,11624
2026-08-08,YouTube,YT-Shorts-Bumper,99990,781,1.920.907,12.05,2348569,6678
2026-08-08,Email,EM-Newsletter-Mingguan,40457,1890,2.384.250,95.89,20265154,1844
2026-08-08,Email,EM-Abandoned-Cart,38729,1856,2.500.658,120.13,28150625,1061
2026-08-08,Email,EM-Winback-90d,95256,4159,4.768.090,192.28,55014434,6069
2026-08-08,Marketplace,MP-Flash-Sale,178823,3671,4.807.181,304.51,44887521,10780
2026-08-08,Marketplace,MP-Sponsored-Product,554519,13491,16.613.152,713.87,97385890,16851
2026-08-08,Marketplace,MP-Affiliate-KOL,388126,9737,13.297.469,490.05,84665068,9479
2026-08-09,Instagram,IG-Prospecting-Video,1071838,19151,65.148.463,525.66,108365531,28775
2026-08-09,Instagram,IG-Retargeting-Carousel,600489,11348,39.869.217,228.15,48205179,21135
2026-08-09,Instagram,IG-Brand-Awareness,1122561,16837,50.041.994,328.91,72081028,69276
2026-08-09,TikTok,TT-Spark-Ads-KOL,1837593,51030,91.629.654,949.62,136725303,59239
2026-08-09,TikTok,TT-Non-Branded-UGC,842559,24220,46.807.410,362.02,50337258,40678
2026-08-09,TikTok,TT-Live-Shopping,2788743,66288,105.701.845,1425.52,193698197,135988
2026-08-09,Google Ads,GAD-Search-Brand,668701,17069,123.540.155,663.72,159630904,18834
2026-08-09,Google Ads,GAD-Search-NonBrand,360518,13018,79.284.586,517.13,143492249,24088
2026-08-09,Google Ads,GAD-PMax-Catalog,586830,15887,111.090.643,535.12,149191132,37335
2026-08-09,YouTube,YT-Instream-Skippable,459834,4021,10.195.229,63.44,11770925,22533
2026-08-09,YouTube,YT-Shorts-Bumper,354391,3391,8.101.970,45.35,9228831,23227
2026-08-09,Email,EM-Newsletter-Mingguan,70015,2861,3.842.723,124.57,31831735,4311
2026-08-09,Email,EM-Abandoned-Cart,172135,8080,8.573.188,480.48,116602754,4100
2026-08-09,Email,EM-Winback-90d,268124,12233,14.073.953,574.81,156710420,17290
2026-08-09,Marketplace,MP-Flash-Sale,1058449,20823,21.455.098,1519.84,267401425,32937
2026-08-09,Marketplace,MP-Sponsored-Product,1093041,20443,21.810.621,1071.48,145736846,59615
2026-08-09,Marketplace,MP-Affiliate-KOL,995301,23198,24.016.933,1731.91,238309641,59372
2026-08-10,Instagram,IG-Prospecting-Video,296153,4644,12.926.172,107.35,21521776,17096
2026-08-10,Instagram,IG-Retargeting-Carousel,543836,8875,25.715.457,287.45,51743553,13345
2026-08-10,Instagram,IG-Brand-Awareness,580482,12667,36.405.909,310.01,58797714,32755
2026-08-10,TikTok,TT-Spark-Ads-KOL,406836,8198,12.605.341,166.36,20332939,12033
2026-08-10,TikTok,TT-Non-Branded-UGC,489517,11923,18.877.377,291.2,35552285,22131
2026-08-10,TikTok,TT-Live-Shopping,719766,17892,36.628.165,337.17,40647056,27165
2026-08-10,Google Ads,GAD-Search-Brand,130206,3597,26.775.986,122.67,29365437,3322
2026-08-10,Google Ads,GAD-Search-NonBrand,99499,3337,18.701.578,148.07,38286259,2566
2026-08-10,Google Ads,GAD-PMax-Catalog,128249,3677,23.497.085,198.73,55595499,4428
2026-08-10,YouTube,YT-Instream-Skippable,128108,1008,2.400.368,17.1,3906728,3711
2026-08-10,YouTube,YT-Shorts-Bumper,162117,1297,3.260.549,17.99,3323918,4404
2026-08-10,Email,EM-Newsletter-Mingguan,48290,1867,2.562.194,119.9,25111038,3320
2026-08-10,Email,EM-Abandoned-Cart,43911,2416,3.193.751,100.75,26689443,1490
